,_id,phoneNumber,storeName,ownerName,storeNumber,gstNumber
1193,AL-R202403-420,8686303012,SUN MEDICAL ,kiran,8686303012,Fh5GU65757HJG5FG
1194,AL-R202403-421,8886919429,TIRUMALA MEDICAL AND GENERAL STORES,pavan,8886919429,8886919429
1195,AL-R202403-422,9642492770,SRI VISHNU MEDICAL AND GENERAL STORES ,Akhil reddy ,9642492770,GY76FHF576GH6752
1196,AL-R202403-423,9000013170,BALA,raju,9000013170,
1197,AL-R202403-424,9553015369,SRI MANIKANTA MEDICAL &GENERAL STORES,boga raju,9553015369,133hhuj134
1198,AL-R202403-425,9391475529,AL-NOOR MEDICAL AND GENERAL STORES,zameer,9391475529,22AAAAA0000A1Z5
1199,AL-R202403-426,9912312065,MEDICURE PHARMACY AND GENERAL STORES,madhu,9912312065,9912312065
1200,AL-R202403-427,9502190304,SRINIVASA MEDICAL AND GENERAL STORES ,shekar,9502190304,FY565FHU7777HG3
1201,AL-R202403-428,6302416639,MEDI BASKET MEDICAL AND HEALTH CARE NEEDS ,veliam,6302416639,GY87YIHG75756G2F
1202,AL-R202403-429,9885053795,NEW S. K. M MEDICALS,shamsheer,9885053795,
1203,AL-R202403-430,9866616026,HEALTH CARE MEDICAL AND GENERAL STORES ,RAHEEM ,9866616026,36CGPPM7799P1ZW
1204,AL-R202403-431,9703715259,RAVI PRAKASH MEDICAL AN FANCY STORE,n.sridevi,9703715259,
1205,AL-R202403-432,9063788445,BHAGAWAN MEDICAL &GENERAL STORES,bodla naresh,9063788445,122gghh23333
1206,AL-R202403-433,8977450200,GAYATHRI MEDICAL&GENERAL STORES,p. goverdhan,8977450200,22AAAAA0000A1Z5
1207,AL-R202403-434,9182861615,ADARSH MEDICAL AND GENERAL STORES,NARESH,9182861615,TG240120161405714058
1208,AL-R202403-439,7702247347,HARSHINI MEDICAL SHOP,NARENDER ,7702247347,
1209,AL-R202403-440,9966659086,SRI RAGHAVENDRA MEDICAL AND GENERAL STORES ,Sai ram,9966665908,GF65JGG65757HFG2G
1210,AL-R202403-441,9949122475,S.S MEDICAL AND GENERAL STORES,Syed shafi Agamed,9949122475,9949122475
1211,AL-R202403-442,9951794003,M/S OMAN MEDICAL AND GENERAL STORE ,Oman ,9951794003,36TEST5614N1CV
1212,AL-R202403-443,9492061526,GAYATRI MEDICAL AND GENERAL STORES ,jagadishwar,9492061526,DF767Y8GG7586IY5T
1213,AL-R202403-444,9963805424,SRINIVASA MEDICAL ,srinivasulu,9963805424,bzbzbhskksynzyz
1214,AL-R202403-445,9912313767,UMESH MEDICAL AND GENERAL STORES ,siddi ramesh,9912313767,36abcd123456
1215,AL-R202403-446,7075746434,MANIKANTA MEDICALS,Santosh,7075746434,1234
1216,AL-R202403-447,9000281770,SURAKSHA MEDICALS AND WELLNESS STORE,sumit kumar ranka,9000281770,36AHUPR1441F1Z4
1217,AL-R202403-448,7780691048,BHAVANI MEDICAL AND GENERAL STORES ,venkanna ,7780691048,12345
1218,AL-R202403-449,9951651398,SRI SAI PHARMACY ,krishnaveni,9951651398,36ADCPU4029J1ZC
1219,AL-R202403-450,9849659126,KALYANI MEDICAL AND GENERAL STORES ,.V.narshimarao,9849659126,
1220,AL-R202403-451,9912467125,SHIVA SAI MEDICAL AND GENERAL STORES ,g venkata narayana,9912467125,FT546G755GG6G
1221,AL-R202403-452,9951293445,SRI DHANVANTARI PHARMACY ,G Kumar,9951293445,applied 
1222,AL-R202403-453,9676833014,SRUJAN MEDICAL AND GENERAL STORES ,srujan,9676833014,9676833014
1223,AL-R202403-454,9849458595,LAXMI MEDICAL AND GENERAL STORES,G Bhaskar,9849458595,9849458595
1224,AL-R202403-455,9849836193,GURU RAGHAVENDRA MEDICAL AND FANCY STORE,sai,9849836193,37AAFFG7515B1Z0
1225,AL-R202403-456,9959903456,A2Z PHARMACY ,Mahesh ,9100446789,
1226,AL-R202403-457,7386783887,AYYUSH MEDICAL AND GENERAL STORES ,srinivas,7386783887,
1227,AL-R202403-458,9866539831,SRI RAMA MEDICAL AND GENERAL STORES ,sahadev,9866539831,9866539831
1228,AL-R202403-459,9963356388,SRI LAXMI MEDICAL AND GENERAL STORES ,Dvp Reddy,9963356388,9963356388
1229,AL-R202403-460,9989749289,VEERANJANEYA MEDICAL AND GENERAL STORE,RAVINDER ,9989749289,
1230,AL-R202403-461,9948050305,SHIV GAJANAND MEDICAL AND GENERAL STORES,BHARATH BHUSHAN,9948050305,9948050305
1231,AL-R202403-462,9676004469,KARUNYA MEDICAL AND GENERAL STORES ,seshu kumar,9676004469,GT86GH65766G1G
1232,AL-R202403-463,9441652001,SRI SAI RAM MEDICAL AND GENERAL STORE,Rajasekhar,9441652001,9441652001
1233,AL-R202403-464,9966550624,LIFE PHARMACY ,Erukala Rakesh,9966550624,1234567
1234,AL-R202403-465,9849475889,M.M. MEDICAL,jakeer,9849475889,
1235,AL-R202403-466,9491489465,RAYS PHARMACY,Rajesh,9491489465,
1236,AL-R202403-467,9515412698,THIRUMALA MEDICAL HALL ,SRIKANTH ,9515412698,
1237,AL-R202403-468,9293945933,TIRUMALA MEDICAL AND GENERAL STORES,srinivas Reddy ,9293945933,9293945933
1238,AL-R202403-469,9908588071,CARE MEDICAL HALL,Naveen,9908588071,9908588071
1239,AL-R202403-470,9849224384,SREE PALLAVI MEDICAL AND GENERAL STORES ,ravi Kumar ,9849224384,36AKEPB3144N1Z8
1240,AL-R202403-471,9676804460,ESWAR CHEMIST AND DRUGGIST,G priyanka,9676804460,9676804460
1241,AL-R202403-472,8790455799,ROYAL DRUG MART ,satish babu,8790455799,36ABFFR2977K1ZM
1242,AL-R202403-473,6304227205,DHARSHANA PRIYA MEDICAL & GENERAL STORE ,ch.kavitha,9154873948,36BWPPC0651M1ZB
1243,AL-R202403-474,9248624704,MAHENDRA MEDICAL AND GENRAL STORE,Mahendra Reddy,9248624704,36AJLPM4249F1Z1
1244,AL-R202403-475,9390077062,SS MEDICAL AND GENERAL STORES ,upender,9390077062,36achhfgg1234
1245,AL-R202403-476,9397336699,MEDICURE MEDICAL AND GENERAL STORES ,raju,9397336699,G7565GHG753H4G
1246,AL-R202403-477,9908047778,RX LIFE LINE PHARMACY ,jupudi sravan kumar,9908047778,36etuokgcf36
1247,AL-R202403-478,9652571310,SRINIVASA MEDICAL.AND GENERAL STORES,M SRINIVASA REDDY,9652571310,9652571310
1248,AL-R202403-479,9030037172,SREE MEDICALS CHEMIST AND DRUGGIST,Navya,9030037172,9030037172
1249,AL-R202403-480,8790463253,NEW MEDICARE MEDICAL AND GENERAL STORE,Thirupathi,8790463253,12345
1250,AL-R202403-481,7013354848,SAMRUDH MEDICALS,rajendra,7013354848,
1251,AL-R202403-482,8919196127,SRI VENKATESHWARA MEDICAL AND GENERAL STORES ,anjaiah,8919196127,8919196127
1252,AL-R202403-483,9705947214,VEENA MEDICAL,Veena,9705947214,123456
1253,AL-R202403-484,9346495341,MAMATHA MEDICAL AND GENERAL STORES ,Racha kishan,9346495341,36qwerrt36
1254,AL-R202403-485,9989684434,SRI VENKATA RAMANA MEDICAL AND GENERAL STORES ,chandrashekar,9989684434,9989684434
1255,AL-R202403-486,7396917252,SHIVA DATTA MEDICAL AND GENERAL STORES ,G DHARMEDNER,7396917252,7396917252
1256,AL-R202403-487,9491410234,YUKTHASRI MEDICAL AND GENERAL STORE,kalyan Kumar ,9491410234,
1257,AL-R202403-488,9000091231,MARUTHI MEFICAL AND GENERAL STORES,Swapna,9000091231,9000091231
1258,AL-R202403-489,9291664400,MORE MEDICAL HALL,ASHOK ,9291664400,
1259,AL-R202403-490,9246965727,BHADRA MEDICAL HALL,kiran,9246965727,
1260,AL-R202403-491,9346444501,SRI LAXMI MEDICAL AND GENERAL STORES,NALIKA NAGARAJU,9346444501,9346444501
1261,AL-R202403-492,9866446425,SAI TIRUMALA MEDICAL AND GENERAL STORES ,hari babu,9866446425,9866446425
1262,AL-R202403-493,9603880818,SRI VINAYAKA MEDICAL AND GENERAL STORES ,madhavi,9603880818,9603880818
1263,AL-R202403-494,7993582648,VEDHA SRI MEDICAL AND JANARAL STOR,M.bhavani,7993582648,
1264,AL-R202403-495,6301412292, RAMA MEDICAL &GENERAL STORES,neleela srikanth,6301412292,12333fgh233
1265,AL-R202403-496,7981502225,A.S BALAJI MEDICAL AND GENERAL STORES ,SHIVA SHANKAR,7981502225,7981502225
1266,AL-R202403-497,9246561365,PRIYANKA MEDICAL AND GENERAL STORES ,yadagiri,9246561365,9246561365
1267,AL-R202403-498,9989276770,M/S BALAJI MEDICAL ,V Praveen Kumar ,9989276770,123456789
1268,AL-R202403-499,9676367603,M/S BHAVANI MEDICAL AND GENERAL STORES,Ramesh,9676367603,22AAAAA0000A1Z5
1269,AL-R202403-500,9848114097,SRI VENKATA SAI MEDICAL AND GENERAL STORES ,ganesh,9848114097,GT75HU5665G71V
1270,AL-R202403-501,9246453747,GHANSYAM PHARMACY MEDICAL GEN STORE ,Pusa Satyanarayan ,9246453747,
1271,AL-R202403-502,9912855401,LIFELINE GENERIC PHARMACY ,PRAMODH ,9912855401,
1272,AL-R202403-503,7013786188,SHIVA SAI MEDICAL AND GENERAL STORES ,Prasad,7013786188,12345
1273,AL-R202403-504,8179069114,LYFE PHARMACY ,harish,8179069114,36qwtyjjj56
1274,AL-R202403-505,9849997973,MM MEDICAL,krishna,9849997973,
1275,AL-R202403-506,9705183101,M/S SRINIVAS MEDICAL AND GENERAL STORE ,Bhaskar Reddy ,9705183101,123456789
1276,AL-R202403-507,9291662469,BHARATHI MEDICAL AND GENERAL STORES ,Dashrath,9291662469,GYR655F745F6R
1277,AL-R202403-508,9347249612,M/S SRI JYOTHI PHARMACY,Dr Srinivas,9347249612,12345
1278,AL-R202403-509,8309836301,M/S VIJAY SREE MEDICAL AND GENERAL STORE , N sreedhar,8309836301,123456789
1279,AL-R202403-510,7981295747,WE CARE PHARMACY ,feroz,7981295747,7981295747
1280,AL-R202403-511,9912840164,M/S DHANA LAKSHMI MEDICAL AND GENERAL STORE ,Sridhar,9912840164,1234567890
1281,AL-R202403-512,8328572455,SRI LAXMI MEDICAL HALL ,shyam agarwal,8328572455,36AJLPA5247R1ZO
1282,AL-R202403-513,9553040680,NEW BHARAT GENERIC MEDICAL AND GENERAL STORES ,amer saiman,9553040680,9553040680
1283,AL-R202403-514,8096681342,SHREE POOJA MEDICAL AND GENERAL STORE,K RAMESH,8096681342,36ADKFS2398N1ZTV
1284,AL-R202403-515,9010853910,M/S SRI AYYAPPA MEDICAL AND GENERAL STORE ,chilapally Pradeep goud,9010853910,1234567890
1285,AL-R202403-516,9533429933,SATHWIK PHARMA ,prasad,9533429933,
1286,AL-R202403-517,9959779100,DHRUVISHA MEDICALS AND GENERAL STORE ,Jayanna,9959779100,
1287,AL-R202403-518,9652913111,ORANGE MEDICALS ,rajesh kumar,9652913111,36BAMPT9461K1ZS
1288,AL-R202403-519,9513072740, M/S ROYAL PHARMACY,MD.ASLAM,9513072740,22AAAAA0000A1Z5
1289,AL-R202403-520,9866139491,SADHANA MEDICAL HALL ,surender ,9866139491,
1290,AL-R202403-521,9291474781,SREE BAJRANG MEDICAL AND GENERAL STORES ,M LALITHA ,9291474781,36BQMPM7867A1ZH
1291,AL-R202403-522,9396666459,SRI RAJESHWARI MEDICAL ,venkat ,9396666459,
1292,AL-R202403-523,9194408633,SRI SAI GANESH MEDICAL AND GENERAL STORES ,anjaiah,9194408633,GT86GU4756F2D
1293,AL-R202403-524,7660012454,SRI KAMAKSHI MEDICALS,satyanarayana,7660012454,7660012454
1294,AL-R202403-525,7207246106,SRI SANJEEVANI MEDICAL GENERAL STORES ,Ashok ,7207246106,
1295,AL-R202403-526,9948108538,SRI SIDDHI VINAYAK MEDICAL AND GENERAL STORES ,kishore ,9948108538,GURF575FU466FT
1296,AL-R202403-527,9866436429,BHAGYALAXMI MEDICAL AND GENERAL STORES ,harikishan,9866436429,9866436429
1297,AL-R202403-528,9700440089,DHANALAXMI MEDICAL & GENERAL STORE ,E PRASAD ,9700440089,12345
1298,AL-R202403-529,9399936524,SV MEDICALS AND GENERAL STORES ,Srinivas,9399936524,9399936524
1299,AL-R202403-530,8688843423,PRIYANKA PHARMACY,Mahesh,8688843423,22AAAAA0000A1Z5
1300,AL-R202403-535,9949941703,SRI VENKATESHWARA MEDICAL AND GENERAL STORES,T RAVI KUMAR,9949941703,9949941703
1301,AL-R202403-536,9966903335,THIRUMALA SAI MEDICAL AND GENERAL STORES ,Jeevan kumar ,9966903335,
1302,AL-R202403-537,7893653087,VENKATA SAI MEDICAL AND GENERAL STORES,SUUJITH KUMAR,7893653087,7893653087
1303,AL-R202403-538,9985008106,ANIRUDH MEDICAL CENTRE,madhu s,7670992060,
1304,AL-R202403-539,9849950374,KESHAV MEDICAL&GENERAL STORE,deshineni raju,9849950374,123ddff133
1305,AL-R202403-540,8465890150,SATYA MEDICAL AND GENERAL STORES,jaswanth Kumar ,8465890150,
1306,AL-R202403-541,9948956100,SRI VIJAYA GANAPATHI MEDICAL AND GENERAL STORES,gangarapu bhaskar,9948956100,123dtt145
1307,AL-R202403-542,8501003651,SRI PADMAVATHI MEDICAL&GENERAL STORE,kusuma reeraswami,8501003651,1334ffg134
1308,AL-R202403-543,9948209930,MUNINDER MEDICAL & GENERAL STORE ,Muninder ,9948209930,
1309,AL-R202403-544,8184988235,MEDICARE PHARMACY ,DILEEP REDD,8184988235,ACT12345hdhdd
1310,AL-R202403-545,6281803906,LIFE CARE PHARMACY ,Bhargav ,9381733259,1234
1311,AL-R202403-546,7207805671,SRI RAJA RAJESHWARI MEDICAL AND GENERAL STORES ,Anil Kumar ,7207805671,36weryyuii12334
1312,AL-R202403-547,9177126701,TEJASWI MEDICAL AND GENERAL STORES,Babu,9177126701,
1313,AL-R202403-548,9908006365,MANISREE MEDICAL AND GENERAL STORES ,venkatesh ,9908006365,GUR7555FUR6TFR1F
1314,AL-R202403-549,8008425176,SAI KRISHNA MEDICAL AND GENERAL STORES,sai krishna,8008425176,
1315,AL-R202403-550,9885870495,SHREE SAI MEDICAL AND GENERAL DTORES ,M RAM BABU,9885870495,9885870495
1316,AL-R202403-551,9912345254,OM SAI RAM MEDICAL HALL,G.sathish kumar ,9912345254,36qwrtyuu56
1317,AL-R202403-552,9885264003,SRI RAJESHWARI MEDICAL AND FANCY CORNER,G.manasa veena,9885264003,
1318,AL-R202403-553,8374235594,SIRI MEDICAL AND GENERAL STORE ,HARIKRISHNA,8374235594,1234
1319,AL-R202403-554,8686929666,SREE AMRUTHAA MEDICAL AND GENERAL STORES ,Lavanya,9393936737,9393936737
1320,AL-R202403-555,9866512796,SRI SAI RATNA MEDICAL&GENERAL STORE,Ramesh,9866512796,
1321,AL-R202403-556,8142813772,VIJAYA MEDICAL AND GENERAL STORES ,Davidraj,8142813772,36qetyuik6778
1322,AL-R202403-557,9030904310,SWAMY VIVEKANANDA GENERIC MEDICAL AND SURGICAL STORE,Nagesh,9030904310,9030904310
1323,AL-R202403-558,8125247358,SRI SHIVA SAI MEDICAL& GENERAL STORES ,MANJULA ,9989298464,1234
1324,AL-R202403-559,7569440511,SRI SAI SURYA MEDICAL AND GENERAL STORES ,sathish,7569440511,FT65GU7565C2FF
1325,AL-R202403-560,8125722444,SRI SURYA MEDICAL AND GENERAL STORES ,veeresh,8125722444,36qwertyy56
1326,AL-R202403-561,8247753799,LALITHA MEDICAL STORE,suresh,8247753799,
1327,AL-R202403-562,8639076275,ZAM ZAM MEDICAL AND GENERAL STORES ,Rizwana begum,8639076275,8639076275
1328,AL-R202403-563,9492582137,SREE BALAJI MEDICAL ,Raju,9492582137,actgnctvhd
1329,AL-R202403-564,9177616203,S S MEDICAL AND GENERAL STORES ,p saikumar,9177616203,36BGMPP4032Q1ZR
1330,AL-R202403-565,9849628858,PRASUNA MEDICALS ,M.jagan mohan rao,9849628858,37AIUPM9205H1ZQ
1331,AL-R202403-566,7798636616,KAMAKSHI MEDICALS,Kumar ,7798636616,36ACNPG6868P1ZM
1332,AL-R202403-567,6301693433,SRI LAKSHMI GANAPATHI MEDICAL AND GENERAL STORES,NOORBASHA LAL MOHAMMED,6301693433,22AAAAA0000A1Z5
1333,AL-R202403-568,9440062321,MOHAN MEDICALS,"lakshman bhargav y
",9440062321,
1334,AL-R202403-569,8978730380,SRI LAKSHMI GANAPATHI MEDICAL MART,Shaik saleema,8978730380,22AAAAA0000A1Z5
1335,AL-R202403-570,8978639113,HEALTH LIFE PHARMACY ,naga raju,8978639113,36CAYPB0873L1Z5
1336,AL-R202403-571,9848665802,VARSHAVMEDICAL AND GENERAL STORES ,N. UPENDER REDDY,9848665802,123gghh133
1337,AL-R202403-572,9110773375,ADHITYA MEDICAL HALLL,srinivas namala,9110773375,122f5432d
1338,AL-R202403-573,9440943045,SAI SWATHI MEDICAL AND FANCY STORE,srikanth,9440943045,37ACVFS4046D1ZS
1339,AL-R202403-574,9247102322,SRI GANESH ENTERPRISES ,Sastry ,9247102322,36AFFFS4932P1ZC
1340,AL-R202403-575,9542474725,UMA MAHESWARI MEDICAL AND GENERAL STORES ,sandeep,9542474725,9542474725
1341,AL-R202403-576,8555969691,SL MEDICAL AND GENERAL STORE,Gondela Surya Narayana,9063379796,
1342,AL-R202403-577,9381598087,TEJASWINI MEDICAL  AND GENERAL STORES,kampally rahul,9381598087,133ggh133
1343,AL-R202403-578,9849628045,BHARATH MEDICAL AND GENERAL STORES ,satyanarayana,9849628045,9849628045
1344,AL-R202403-579,9640634900,MANIKANTA MEDICAL AND GENERAL STORES ,shiva kumar ,9640634900,GY8576G767F9656F
1345,AL-R202403-580,9533838366,AMMA PHARMACY ,ASHOK ,9533838366,36ACDFA0896M1Z1
1346,AL-R202403-581,9912178563,JAGADEESHWARI MEDICAL & GENERAL STORES ,naresh,9912178563,
1347,AL-R202403-582,9959070267,M/S TULASI MEDICAL AND GENERAL STORE ,Chandra Shekhar ,9959070267,1234567890
1348,AL-R202403-583,9666610770,GENERAC PHARMACY ,Ratnam,9666610770,36AAMFG4159L1ZW
1349,AL-R202403-584,8340016038,DURGA PHARMACY ,Ramesh ,8340016038,FUG565G7566G76
1350,AL-R202403-585,9676033691,LAKSHMI GANAPATHI PHARMACY ,viresham,9676033691,9676033691
1351,AL-R202403-586,9640419128,KASTHURI MEDICAL AND GENERAL STORE ,Swamy ,9640419128,12345
1352,AL-R202403-587,8121766996,R. K PHARMACY,RAMA KRISHNA,8121766966,37AAVFR0580M1ZF
1353,AL-R202403-588,9030915901,INDIAN MEDICAL AND GENERAL STORES ,sreeramula,9030915901,9030915901
1354,AL-R202403-589,9949495463,AMRUTHA MEDICAL GENARAL STORE ,Somi reddy ,9949495463,13254
1355,AL-R202403-590,9949701343,MARY MEDICAL AND GENERAL STORES ,swamy,9949701343,GT56FGU465GU
1356,AL-R202403-591,9440476086,M/S SRI RAGHAVENDRA MEDICAL AND GENERAL STORES,K. M. ILAVARASI,9440476086,9440476086
1357,AL-R202403-592,8688875497,SRI LAKSHMI MEDICAL GENERAL STORE ,Sai Krishna ,8688875497,
1358,AL-R202403-593,9848015964,AMBICA MEDICALS,mahendar,9848015964,36ARLPP9316J1Z7
1359,AL-R202403-594,8125727272,NOVA MEDICAL,k.Prakash,8125727272,36AAMFN4935HIZY
1360,AL-R202403-595,9392034455,SADHANA MEDICAL AND GENERAL STORES ,narender,9392034455,FTD646GY56FE5FG
1361,AL-R202403-596,9393010242,M/S SRI MEGHANA MEDICAL AND GENERAL STORES,P.CHELLAIAH,9393010242,9393010242
1362,AL-R202403-597,9848282157,VARA LAKSHMI MEDICAL AND GENERAL STORES ,t raghavendra swa8,9848282157,GT656G7T67GRYGG
1363,AL-R202403-598,9618226929,M/S SRI SAI MEDICAL GENERAL STORE ,Srinivas ,9618226929,
1364,AL-R202403-599,9849776604,KEERTHAN PHARMA ,Rajesh kumar,9849776604,37NLAPS1353G1ZU
1365,AL-R202403-600,9966999388,SRI ADITYA PHARMACY ,j shyam,9966999388,
1366,AL-R202403-601,9985789686,KRISHNA MEDICAL,raja shekar reddy,9985789686,
1367,AL-R202403-602,6301203373,SUNANDANA ACINTYO GROCERIES,sunandana,9493567484,22AAAAA0000A1Z5
1368,AL-R202403-603,9052027132,S.K.M.MEDICALS,S.Khaja mohiddin,9052027132,
1369,AL-R202403-604,8985679247,DRUG MART PHARMACY,naveen,8985679247,36AAWFD2510L1Z6
1370,AL-R202403-605,9951461428,SRI LAXMI MEDICAL AND GENERAL STORES,jagadeswara raj,9951461428,22AAAAA0000A1Z5
1371,AL-R202403-606,9347292942,SHYAMS PHARMACY ,M.sathish,9347292942,36qwtujj35
1372,AL-R202403-607,8074864481,S R MEDICALS,SREEKANTH,8074864481,
1373,AL-R202403-608,9603588207,"HEAL AND HEALTH PHARMACY
","akbar khan
",9908674240,"36cpdpm2669k1zg
"
1374,AL-R202403-609,9676677401,SOUMYA MEDICAL AND GENERAL STORE ,Linganna,9676677401,12345
1375,AL-R202403-610,8919875577,SRI SANTHOSH MEDICAL AND GENERAL STORES ,ravi teja,8919875577,8919875577
1376,AL-R202403-611,9490125403,SRI MEDLIFE PHARMACY ,Venkatesh,9490125403,123562022
1377,AL-R202403-612,9390372580,CHAITANYA PHARMACY ,Chaitanya ,9390372580,13455
1378,AL-R202403-613,9493894595,RAM MEDICAL AND GENERAL STORES ,Ramakanth,9493894595,9493894595
1379,AL-R202403-614,8247464726,S.V GANARIC MEDICAL AND GENERAL STORE ,Suresh,8247464726,12345
1380,AL-R202403-615,9908868055,JAHANNAVI MEDICALS ,P. v. bhadram ,9908868055,
1381,AL-R202403-616,9848858242,JAI OMKAR MEDICAL AND GENERAL STORES,RAJESH H LAKHYANI,9848858242,9848858242
1382,AL-R202403-617,9640539230,MALIK MEDICAL STORE ,malik,9640539230,
1383,AL-R202403-618,9440864953,VIJAYA MEDICAL AND SURGICALS ,Rama Krishna ,9440864953,37AAHFV5145J1ZS
1384,AL-R202403-619,9030953009,SRI RANGA AGENCIES,veemula sandeep,9030953009,
1385,AL-R202403-620,9515709524,A PLUS PHARMACY ,syed saleem ,9515709524,36DZPPS9302J2ZM
1386,AL-R202403-621,9959106347,DELUXE PHARMACY ,shaik faiyaz,9959106347,
1387,AL-R202403-622,8121142421,SRI DHANALAKSHMI MEDICAL AND GENERAL STORE,AMBURI DURGARAO ,8121142421,1234
1388,AL-R202403-623,8790843684,BHAGATNAGAR MEDICALS ,MADHU mohan ,8790843684,
1389,AL-R202403-624,9949693386,STAR MEDICALS ,SYED SARVAR BIABANI ,9949693386,
1390,AL-R202403-625,9246900402,ENGLISH PHARMACY ,NAGENDER ,9246900402,36APWPP3848N1ZR
1391,AL-R202403-626,9640305052,HELTH CARE PHARMACY ,RAJU,9640305052,
1392,AL-R202403-627,9133860239,GAYATHRI MEDICINES ,BALAKRISHNA ,9133860239,
1393,AL-R202403-628,8977424069,HEMADRI GENERIC MEDICAL SHOP,Venkatesh ,8977424069,36CROPB4043H1ZV
1394,AL-R202403-629,9963288791,MAHALAXMI PHARMACY ,Sangeeta ,9963288791,
1395,AL-R202403-630,9030539156,SRI BHAVANI MEDICINES ,sagar,9030539156,
1396,AL-R202403-631,7674022022,SHRAVAN MEDICAL AND GENERAL STORES ,sravan kumar,7674022022,7674022022
1397,AL-R202403-632,9866294729,VAISHNAVI MEDICAL AND GENERAL STORE ,Divya Reddy,9866294729,123455
1398,AL-R202403-633,6301132855,M/S VENKATESHWARA MEDICAL AND GENERAL STORE,Venkat reddy,6301132855,12564
1399,AL-R202403-634,7337046820,R.S.MEDICAL AND GENERAL STORES ,Sunil,7337046820,12345
1400,AL-R202403-635,8099005666,HIMALAYA PHARMACY ,Rama Rao ,8099005666,GU46FGU466GTT5
1401,AL-R202403-636,9848405686,M/S MANIKESHWARI MEDICAL HALL,S RAMESH,9848405686,36BCKPS5103D1ZR
1402,AL-R202403-637,7670867586,SRI SAI DURGA MEDICALS ,srinivas ,7670867586,7670867586
1403,AL-R202403-638,8309682200,RED PLUS MEDICAL AND SURGICALS,Azeez,8309682200,37CECPK9460E1ZE
1404,AL-R202403-639,9032004104,SRI SAI BALAJI MEDICAL AND GENERAL STORES ,Ramulu goud,9032004104,9032004104
1405,AL-R202403-640,9581953888,SAI RAM MEDICAL ,badarinarayana,9581953888,33ABJPC7222N2ZH
1406,AL-R202403-641,9291344275,SRINIVAS MEDICAL GEN GENERAL ,Ventakesh,9291344275,
1407,AL-R202403-642,7386757448,SRI JANAHITHA GENERICS ,NAVEEN KUMAR ,7386757448,
1408,AL-R202403-643,8341207443,NEW MEENAKSHI GENERIC MEDICAL ,BALU,8341207443,
1409,AL-R202403-644,9398673191,M/S SRI LAKSHMI GANAPATHI MEDICAL SHOP,NOOR BASHA LAL MAHAMMED,9398673191,22AAAAA0000A1Z5
1410,AL-R202403-645,9188851821,MARUTHI MEDICALS,gayethree katkam,9188851821,133dffg133
1411,AL-R202403-646,9032056706,R S MEDICAL STORE ,Mallikarjuna ,9032056706,Actjeuejb12345
1412,AL-R202403-647,9985537744,SREE LAKSHMI GANESH MEDICAL AND GENERAL STORES,D. SHANKAR GOUD,9985537744,22AAAAA0000A1Z5
1413,AL-R202403-648,9666685323,MIRACLE CURE PHARMACY,venugopal,9666685323,123seer
1414,AL-R202403-649,9346875563,MEDICON PHARMACY ,Sahithi Priya ,9346875563,36FLPPP5663HIZD
1415,AL-R202403-650,8179252838,AR PHARMACY ,mohd abrar ,8179252838,
1416,AL-R202403-651,9100057104,B ONE PHARMA MEDICAL AND GENERAL STORE,khaleed,9100057104,36EPKPA2912C1ZE
1417,AL-R202403-652,8142335153,SK MEDICAL ,T.VENKAT,8142335153,123456
1418,AL-R202403-653,9676410992,TEJA SAI MEDICAL AND GENERAL STORES ,prabhakar ,9676410992,9676410992
1419,AL-R202403-654,9985888154,SRI MEDLIFE PHARMACY ,Katarla Mahesh ,9985888154,
1420,AL-R202403-655,8886979728,C N C PHARMACY ,Laxman rao,8886979728,12334
1421,AL-R202403-656,7780192827,SRI LAKSHMI VENKATESWARA MEDICAL AND GENERAL STORE ,Sowmya,7780192827,
1422,AL-R202403-657,9951924128,SAI RAM MEDICAL ,ravinder reddy ,9951924128,GY856T7566G57T
1423,AL-R202403-658,9666448779,LAXMI MEDICAL AND GENERAL STORES,Narsimhareddy ,9666448779,123456789
1424,AL-R202403-659,7013846745,EESHWARA MEDICALS,Arun kumar CH,7013846745,1234
1425,AL-R202403-660,9676332215,SURYA MEDICALS,Surya prakash ,9676332215,
1426,AL-R202403-661,8885182102,MARUTHI PHARMACY,v. gayethree,8885182102,123dgt13
1427,AL-R202403-662,9550067773,RUBY MEDICAL GEN STORE ,Mohammad Shafimiya,9550067773,
1428,AL-R202403-663,9347068232,BINDU MEDICAL AND GENERAL STORES ,9347068232,9347068232,9347068232
1429,AL-R202403-664,9247585065,M/S RAVINDER MEDICAL AND GENERAL STORES,Ravi Kumar ,9247585065,22AAAAA0000A1Z5
1430,AL-R202403-665,9603633323,SHIVAM MEDICAL AND GENERAL STORES,Gunda Surender Reddy,9603633323,
1431,AL-R202403-666,9398293603,RK PHARMACY (NRP),N Rama Krishna Rao,9398293603,37AAVFR0580M1ZF
1432,AL-R202403-667,8500372800,YASHASWINI MEDIMART,m. lavanya,8500372800,123etee123
1433,AL-R202403-668,9848359035,SRI LAXMI MEDICAL AND GENERAL STORES,Santhosh Reddy,9848359035,
1434,AL-R202403-669,9949968161,PAVANI MEDICAL AND GENERAL STORES,RAJASEKHAR,9949968161,9949968161
1435,AL-R202403-670,8074469072,SATVIKA PHARMACY,peethani srinu,8074469072,123ddff123
1436,AL-R202403-671,8333846384,DHANVANTHARI CHANDU PHARMACY,SREEDHAR RAO GANJIKUNTA,8333846384,8333846384
